cam_id,filename,labels,Div_labels
10066,20130101_084634.jpg,0,0
10066,20130101_091628.jpg,0,0
10066,20130101_114638.jpg,0,1
10066,20130101_125725.jpg,0,1
10066,20130101_154632.jpg,0,1
10066,20130102_092726.jpg,0,0
10066,20130102_121637.jpg,0,0
10066,20130102_122724.jpg,0,0
10066,20130102_124633.jpg,0,0
10066,20130102_132725.jpg,0,1
10066,20130103_114630.jpg,0,1
10066,20130103_131639.jpg,0,1
10066,20130103_144631.jpg,0,1
10066,20130103_145734.jpg,0,1
10066,20130103_151641.jpg,0,1
10066,20130104_061642.jpg,1,2
10066,20130104_075729.jpg,0,1
10066,20130104_111637.jpg,0,1
10066,20130104_144635.jpg,0,1
10066,20130104_152728.jpg,0,0
10066,20130105_081628.jpg,0,1
10066,20130105_092727.jpg,0,1
10066,20130105_112733.jpg,0,1
10066,20130105_122724.jpg,0,1
10066,20130105_142724.jpg,0,1
10066,20130106_071638.jpg,0,0
10066,20130106_085727.jpg,0,1
10066,20130106_105723.jpg,0,1
10066,20130106_134635.jpg,0,1
10066,20130106_135724.jpg,0,1
10066,20130107_082723.jpg,0,1
10066,20130107_095724.jpg,0,1
10066,20130107_101639.jpg,0,1
10066,20130107_122728.jpg,0,1
10066,20130107_141629.jpg,0,1
10066,20130108_114635.jpg,0,1
10066,20130108_115731.jpg,0,1
10066,20130108_141633.jpg,0,1
10066,20130108_145731.jpg,0,1
10066,20130108_152726.jpg,0,0
10066,20130109_064638.jpg,0,0
10066,20130109_081633.jpg,0,0
10066,20130109_115734.jpg,0,0
10066,20130109_122726.jpg,0,0
10066,20130109_125727.jpg,0,0
10066,20130110_081633.jpg,0,0
10066,20130110_084639.jpg,0,0
10066,20130110_111634.jpg,0,0
10066,20130110_124634.jpg,0,1
10066,20130110_131630.jpg,0,0
10066,20130111_065742.jpg,0,0
10066,20130111_081636.jpg,0,1
10066,20130111_115726.jpg,0,1
10066,20130111_134632.jpg,0,1
10066,20130111_151634.jpg,0,1
10066,20130112_085734.jpg,0,1
10066,20130112_091630.jpg,0,1
10066,20130112_112740.jpg,0,1
10066,20130112_134634.jpg,0,1
10066,20130112_145729.jpg,0,0
10066,20130113_062730.jpg,1,2
10066,20130113_124634.jpg,0,1
10066,20130113_132732.jpg,0,1
10066,20130113_134629.jpg,0,0
10066,20130113_154632.jpg,0,1
10066,20130114_074630.jpg,0,0
10066,20130114_094639.jpg,0,1
10066,20130114_095726.jpg,0,0
10066,20130114_132728.jpg,0,0
10066,20130114_161636.jpg,0,0
10066,20130115_064632.jpg,0,0
10066,20130115_074629.jpg,0,0
10066,20130115_114637.jpg,0,0
10066,20130115_115725.jpg,0,0
10066,20130115_125723.jpg,0,0
10066,20130116_075727.jpg,0,0
10066,20130116_084630.jpg,0,0
10066,20130116_094634.jpg,0,0
10066,20130116_095723.jpg,0,0
10066,20130116_122722.jpg,0,0
10066,20130117_082724.jpg,0,1
10066,20130117_084633.jpg,0,1
10066,20130117_085726.jpg,0,0
10066,20130117_104635.jpg,0,1
10066,20130117_144636.jpg,0,1
10066,20130118_074634.jpg,0,1
10066,20130118_084630.jpg,0,1
10066,20130118_085726.jpg,0,1
10066,20130118_135726.jpg,0,1
10066,20130118_155725.jpg,0,0
10066,20130119_062731.jpg,0,0
10066,20130119_071637.jpg,0,0
10066,20130119_081632.jpg,0,0
10066,20130119_084636.jpg,0,0
10066,20130119_102732.jpg,0,1
10066,20130120_062727.jpg,1,3
10066,20130120_074633.jpg,0,0
10066,20130120_094628.jpg,0,0
10066,20130120_145730.jpg,0,0
10066,20130120_154635.jpg,0,0
10066,20130121_062725.jpg,1,3
10066,20130121_104633.jpg,0,1
10066,20130121_112729.jpg,0,0
10066,20130121_151637.jpg,0,0
10066,20130121_154628.jpg,0,0
10066,20130122_081639.jpg,0,0
10066,20130122_121632.jpg,0,1
10066,20130122_124640.jpg,0,0
10066,20130122_132727.jpg,0,0
10066,20130122_135732.jpg,0,0
10066,20130123_065734.jpg,0,0
10066,20130123_082727.jpg,0,1
10066,20130123_085731.jpg,0,1
10066,20130123_112728.jpg,0,1
10066,20130123_145729.jpg,0,0
10066,20130124_064631.jpg,0,0
10066,20130124_071634.jpg,0,0
10066,20130124_082730.jpg,0,1
10066,20130124_091640.jpg,0,1
10066,20130124_161634.jpg,0,0
10066,20130125_072729.jpg,0,1
10066,20130125_075724.jpg,0,1
10066,20130125_112729.jpg,0,1
10066,20130125_115727.jpg,0,1
10066,20130125_145730.jpg,0,1
10066,20130126_072731.jpg,0,1
10066,20130126_082734.jpg,0,1
10066,20130126_084639.jpg,0,1
10066,20130126_105728.jpg,0,1
10066,20130126_154630.jpg,0,1
10066,20130127_062726.jpg,0,0
10066,20130127_115731.jpg,0,1
10066,20130127_131637.jpg,0,0
10066,20130127_134631.jpg,0,0
10066,20130127_155734.jpg,0,0
10066,20130128_061633.jpg,1,3
10066,20130128_075725.jpg,0,0
10066,20130128_102734.jpg,0,0
10066,20130128_121639.jpg,0,0
10066,20130128_151633.jpg,0,0
10066,20130129_062731.jpg,0,0
10066,20130129_081640.jpg,0,1
10066,20130129_082745.jpg,0,1
10066,20130129_101640.jpg,0,1
10066,20130129_151635.jpg,0,0
10066,20130130_061642.jpg,0,0
10066,20130130_071633.jpg,0,1
10066,20130130_102728.jpg,0,1
10066,20130130_121637.jpg,0,1
10066,20130130_135734.jpg,0,1
10066,20130131_062732.jpg,0,0
10066,20130131_104636.jpg,0,1
10066,20130131_134640.jpg,0,1
10066,20130131_154633.jpg,0,0
10066,20130131_161629.jpg,0,0
10066,20130201_084629.jpg,0,0
10066,20130201_104629.jpg,0,1
10066,20130201_115726.jpg,0,1
10066,20130201_152725.jpg,0,0
10066,20130201_161632.jpg,0,0
10066,20130202_064634.jpg,0,0
10066,20130202_075730.jpg,0,0
10066,20130202_094632.jpg,0,0
10066,20130202_101630.jpg,0,0
10066,20130202_121633.jpg,0,0
10066,20130203_061634.jpg,0,0
10066,20130203_062733.jpg,0,0
10066,20130203_075727.jpg,0,1
10066,20130203_085722.jpg,0,1
10066,20130203_151630.jpg,0,1
10066,20130204_065723.jpg,0,0
10066,20130204_072729.jpg,0,1
10066,20130204_082735.jpg,0,1
10066,20130204_085723.jpg,0,1
10066,20130204_155733.jpg,0,1
10066,20130205_061631.jpg,0,0
10066,20130205_074639.jpg,0,1
10066,20130205_085724.jpg,0,1
10066,20130205_145728.jpg,0,1
10066,20130205_161636.jpg,0,1
10066,20130206_075731.jpg,0,1
10066,20130206_085726.jpg,0,1
10066,20130206_105728.jpg,0,1
10066,20130206_114630.jpg,0,1
10066,20130206_115732.jpg,0,1
10066,20130207_064628.jpg,0,0
10066,20130207_082726.jpg,0,1
10066,20130207_092730.jpg,0,1
10066,20130207_125737.jpg,0,1
10066,20130207_161636.jpg,0,1
10066,20130208_064637.jpg,0,0
10066,20130208_085729.jpg,0,1
10066,20130208_094638.jpg,0,1
10066,20130208_121631.jpg,0,1
10066,20130208_154641.jpg,0,1
10066,20130209_072722.jpg,0,0
10066,20130209_075727.jpg,0,0
10066,20130209_094634.jpg,0,1
10066,20130209_114637.jpg,0,1
10066,20130209_151634.jpg,0,1
10066,20130210_064632.jpg,0,0
10066,20130210_072737.jpg,0,1
10066,20130210_121636.jpg,0,1
10066,20130210_122725.jpg,0,1
10066,20130210_144635.jpg,0,1
10066,20130211_064627.jpg,0,1
10066,20130211_084634.jpg,0,0
10066,20130211_094634.jpg,0,1
10066,20130211_102723.jpg,0,0
10066,20130211_154636.jpg,0,0
10066,20130212_091635.jpg,0,0
10066,20130212_101633.jpg,0,0
10066,20130212_104638.jpg,0,1
10066,20130212_125724.jpg,0,0
10066,20130212_151635.jpg,0,0
10066,20130213_075734.jpg,0,1
10066,20130213_095728.jpg,0,1
10066,20130213_104631.jpg,0,1
10066,20130213_114636.jpg,0,1
10066,20130213_134635.jpg,0,1
10066,20130214_111632.jpg,0,1
10066,20130214_124637.jpg,0,1
10066,20130214_134631.jpg,0,1
10066,20130214_141630.jpg,0,1
10066,20130214_161631.jpg,0,1
10066,20130215_065731.jpg,0,1
10066,20130215_111640.jpg,0,1
10066,20130215_125732.jpg,0,0
10066,20130215_134643.jpg,0,0
10066,20130215_152729.jpg,0,1
10066,20130216_065730.jpg,0,0
10066,20130216_091637.jpg,0,0
10066,20130216_095728.jpg,0,0
10066,20130216_124633.jpg,0,1
10066,20130216_154640.jpg,0,0
10066,20130217_074635.jpg,0,0
10066,20130217_082735.jpg,0,0
10066,20130217_104630.jpg,0,1
10066,20130217_125724.jpg,0,0
10066,20130217_144636.jpg,0,1
10066,20130218_074639.jpg,0,1
10066,20130218_081632.jpg,0,1
10066,20130218_092731.jpg,0,1
10066,20130218_145726.jpg,0,1
10066,20130218_161630.jpg,0,1
10066,20130219_081633.jpg,0,1
10066,20130219_084640.jpg,0,1
10066,20130219_091631.jpg,0,1
10066,20130219_142727.jpg,0,0
10066,20130219_162734.jpg,0,0
10066,20130220_072726.jpg,0,0
10066,20130220_114638.jpg,0,0
10066,20130220_144640.jpg,0,1
10066,20130220_152730.jpg,0,1
10066,20130220_162727.jpg,0,1
10066,20130221_105726.jpg,0,1
10066,20130221_131635.jpg,0,0
10066,20130221_135725.jpg,0,0
10066,20130221_155727.jpg,0,0
10066,20130221_171643.jpg,0,0
10066,20130222_061640.jpg,0,0
10066,20130222_075729.jpg,0,1
10066,20130222_082733.jpg,0,0
10066,20130222_101634.jpg,0,1
10066,20130222_112731.jpg,0,1
10066,20130223_061641.jpg,0,0
10066,20130223_062729.jpg,0,1
10066,20130223_072731.jpg,0,1
10066,20130223_081636.jpg,0,1
10066,20130223_164629.jpg,0,0
10066,20130224_085728.jpg,0,0
10066,20130224_091632.jpg,0,0
10066,20130224_134635.jpg,0,0
10066,20130224_151628.jpg,0,0
10066,20130224_165728.jpg,0,0
10066,20130225_094635.jpg,0,0
10066,20130225_122733.jpg,0,0
10066,20130225_135734.jpg,0,1
10066,20130225_154635.jpg,0,0
10066,20130225_165728.jpg,0,0
10066,20130226_061636.jpg,0,0
10066,20130226_122727.jpg,0,0
10066,20130226_131639.jpg,0,0
10066,20130226_151634.jpg,0,0
10066,20130226_152728.jpg,0,0
10066,20130227_074635.jpg,0,0
10066,20130227_111638.jpg,0,1
10066,20130227_131631.jpg,0,1
10066,20130227_155726.jpg,0,1
10066,20130227_161638.jpg,0,1
10066,20130228_061638.jpg,0,0
10066,20130228_065727.jpg,0,1
10066,20130228_115732.jpg,0,1
10066,20130228_135731.jpg,0,0
10066,20130228_151639.jpg,0,0
10066,20130301_075726.jpg,0,1
10066,20130301_091633.jpg,0,1
10066,20130301_094638.jpg,0,1
10066,20130301_162724.jpg,0,1
10066,20130301_164631.jpg,0,0
10066,20130302_082729.jpg,0,1
10066,20130302_101627.jpg,0,1
10066,20130302_111637.jpg,0,1
10066,20130302_132736.jpg,0,1
10066,20130302_134636.jpg,0,1
10066,20130303_112727.jpg,0,1
10066,20130303_124637.jpg,0,1
10066,20130303_142733.jpg,0,1
10066,20130303_165727.jpg,0,0
10066,20130303_171633.jpg,0,0
10066,20130304_095728.jpg,0,1
10066,20130304_115726.jpg,0,1
10066,20130304_122729.jpg,0,1
10066,20130304_142729.jpg,0,1
10066,20130304_164633.jpg,0,0
10066,20130305_075727.jpg,0,1
10066,20130305_111633.jpg,0,0
10066,20130305_114633.jpg,0,0
10066,20130305_131639.jpg,0,0
10066,20130305_132728.jpg,0,0
10066,20130306_064639.jpg,0,1
10066,20130306_065730.jpg,0,1
10066,20130306_072726.jpg,0,0
10066,20130306_122728.jpg,0,0
10066,20130306_152729.jpg,0,0
10066,20130307_061633.jpg,0,0
10066,20130307_062722.jpg,0,1
10066,20130307_064641.jpg,0,1
10066,20130307_094638.jpg,0,1
10066,20130307_162730.jpg,0,0
10066,20130308_064634.jpg,0,0
10066,20130308_071634.jpg,0,0
10066,20130308_094637.jpg,0,1
10066,20130308_125727.jpg,0,0
10066,20130308_145728.jpg,0,0
10066,20130309_071629.jpg,0,0
10066,20130309_115723.jpg,0,0
10066,20130309_125726.jpg,0,0
10066,20130309_151629.jpg,0,0
10066,20130309_164626.jpg,0,0
10066,20130310_062735.jpg,0,0
10066,20130310_085736.jpg,0,1
10066,20130310_112726.jpg,0,1
10066,20130310_114630.jpg,0,1
10066,20130310_151638.jpg,0,1
10066,20130311_064635.jpg,0,1
10066,20130311_082726.jpg,0,1
10066,20130311_084633.jpg,0,1
10066,20130311_085721.jpg,0,1
10066,20130311_164641.jpg,0,0
10066,20130312_065722.jpg,0,0
10066,20130312_095726.jpg,0,1
10066,20130312_114632.jpg,0,1
10066,20130312_141629.jpg,0,1
10066,20130312_154640.jpg,0,1
10066,20130313_084638.jpg,0,1
10066,20130313_151630.jpg,0,0
10066,20130313_161633.jpg,0,0
10066,20130313_162726.jpg,0,0
10066,20130313_165721.jpg,0,0
10066,20130314_094639.jpg,0,0
10066,20130314_101641.jpg,0,1
10066,20130314_144630.jpg,0,0
10066,20130314_164635.jpg,0,1
10066,20130314_165731.jpg,0,1
10066,20130315_064636.jpg,0,1
10066,20130315_082735.jpg,0,1
10066,20130315_084631.jpg,0,1
10066,20130315_144635.jpg,0,1
10066,20130315_161633.jpg,0,1
10066,20130316_084636.jpg,0,1
10066,20130316_085735.jpg,0,1
10066,20130316_101634.jpg,0,1
10066,20130316_104641.jpg,0,1
10066,20130316_125727.jpg,0,1
10066,20130317_085726.jpg,0,0
10066,20130317_092723.jpg,0,0
10066,20130317_102723.jpg,0,0
10066,20130317_131631.jpg,0,0
10066,20130317_164638.jpg,0,0
10066,20130318_065730.jpg,0,0
10066,20130318_125736.jpg,0,0
10066,20130318_152724.jpg,0,0
10066,20130318_162726.jpg,0,0
10066,20130318_165738.jpg,0,0
10066,20130319_071629.jpg,0,1
10066,20130319_091639.jpg,0,1
10066,20130319_102725.jpg,0,1
10066,20130319_134633.jpg,0,1
10066,20130319_171643.jpg,0,1
10066,20130320_082728.jpg,0,0
10066,20130320_095731.jpg,0,1
10066,20130320_124633.jpg,0,0
10066,20130320_134640.jpg,0,1
10066,20130320_144639.jpg,0,0
10066,20130321_075728.jpg,0,1
10066,20130321_101637.jpg,0,1
10066,20130321_132739.jpg,0,1
10066,20130321_162726.jpg,0,1
10066,20130321_164627.jpg,0,0
10066,20130322_062727.jpg,0,1
10066,20130322_064629.jpg,0,1
10066,20130322_071638.jpg,0,1
10066,20130322_122733.jpg,0,1
10066,20130322_154645.jpg,0,1
10066,20130323_075727.jpg,0,0
10066,20130323_102729.jpg,0,1
10066,20130323_111628.jpg,0,1
10066,20130323_154639.jpg,0,0
10066,20130323_171627.jpg,0,0
10066,20130324_081631.jpg,0,0
10066,20130324_092731.jpg,0,0
10066,20130324_115724.jpg,0,0
10066,20130324_124641.jpg,0,0
10066,20130324_161635.jpg,0,0
10066,20130325_062728.jpg,0,0
10066,20130325_124633.jpg,0,0
10066,20130325_132723.jpg,0,0
10066,20130325_144637.jpg,0,0
10066,20130325_171641.jpg,0,0
10066,20130326_065726.jpg,0,0
10066,20130326_071630.jpg,0,0
10066,20130326_104628.jpg,0,0
10066,20130326_135734.jpg,0,0
10066,20130326_164631.jpg,0,0
10066,20130327_081640.jpg,0,0
10066,20130327_121632.jpg,0,0
10066,20130327_131628.jpg,0,0
10066,20130327_141633.jpg,0,0
10066,20130327_171630.jpg,0,0
10066,20130328_082726.jpg,0,0
10066,20130328_102731.jpg,0,0
10066,20130328_132733.jpg,0,0
10066,20130328_135729.jpg,0,0
10066,20130328_165727.jpg,0,0
10066,20130329_064636.jpg,0,0
10066,20130329_085729.jpg,0,0
10066,20130329_125733.jpg,0,0
10066,20130329_131644.jpg,0,0
10066,20130329_151646.jpg,0,0
10066,20130330_061635.jpg,0,0
10066,20130330_062735.jpg,0,1
10066,20130330_105735.jpg,0,0
10066,20130330_142743.jpg,0,0
10066,20130330_145726.jpg,0,0
10066,20130331_081644.jpg,0,1
10066,20130331_085728.jpg,0,1
10066,20130331_104635.jpg,0,0
10066,20130331_131641.jpg,0,1
10066,20130331_142736.jpg,0,1
10066,20130401_051636.jpg,0,0
10066,20130401_095723.jpg,0,1
10066,20130401_101633.jpg,0,1
10066,20130401_125727.jpg,0,1
10066,20130401_132724.jpg,0,1
10066,20130402_051641.jpg,0,1
10066,20130402_095724.jpg,0,0
10066,20130402_115732.jpg,0,0
10066,20130402_144630.jpg,0,0
10066,20130402_155730.jpg,0,1
10066,20130403_074638.jpg,0,0
10066,20130403_104635.jpg,0,0
10066,20130403_105722.jpg,0,0
10066,20130403_122732.jpg,0,0
10066,20130403_142724.jpg,0,0
10066,20130404_074633.jpg,0,0
10066,20130404_085728.jpg,0,1
10066,20130404_112737.jpg,0,1
10066,20130404_121630.jpg,0,0
10066,20130404_165737.jpg,0,0
10066,20130405_051633.jpg,0,0
10066,20130405_064641.jpg,0,0
10066,20130405_081636.jpg,0,0
10066,20130405_124627.jpg,0,0
10066,20130405_162732.jpg,0,0
10066,20130406_061640.jpg,0,1
10066,20130406_104636.jpg,0,1
10066,20130406_121630.jpg,0,1
